#gene	pHaplo	pTriplo
SEPHS1	0.990322027269941	0.99998082812057
CTBP1	0.849255106549569	0.999979947593628
SMAD4	0.995704704953859	0.999979826282792
NFAT5	0.997224070876322	0.99997980750363
KDM2A	0.994198661877178	0.999978682920601
AGO1	0.989216007654735	0.999978489527867
CHD4	0.99769613330723	0.99997843806075
CCND2	0.99562817367986	0.999977933116628
KCNB1	0.985891532084569	0.999976886046988
EFTUD2	0.990991125619225	0.999976727511396
FGF12	0.941697778568475	0.999973002859099
KDM4A	0.985092175634076	0.999972547334615
SOX10	0.952338921283662	0.999971884490469
SIX3	0.980395621657112	0.999970420830805
DCAF8	0.955338187551862	0.999968993641371
KPNB1	0.993041888348145	0.999968218401829
DHX9	0.994675022201286	0.999962481325913
RAN	0.98863580165282	0.999960957319938
PTPN11	0.970760879783633	0.999960672461814
SNRNP200	0.962311878418683	0.99995692715705
SF3B1	0.997513431989505	0.999956882694867
DCTN2	0.715331563637658	0.99995654980643
PTK2	0.995611251775134	0.999951980262394
MAP2K2	0.475361167601756	0.99995125447652
PRMT1	0.885860585581116	0.999948106875583
SCN8A	0.990448693331442	0.999946619794981
HRAS	0.31167834604467	0.999944418375485
PIK3R1	0.963640953988576	0.999942976961164
DHX30	0.966732714473159	0.999942655960727
SMC3	0.997674464116668	0.999942449734436
GSK3A	0.770524076165469	0.999941391523569
SRCAP	0.993052482142657	0.999941329625612
LARP1	0.827126142328746	0.999937957666615
PRKAG1	0.253945969693783	0.999937526720157
KPNA6	0.871517904918207	0.999934925750399
GNB1	0.901120778283764	0.999933561122319
PPP2CA	0.888209659385238	0.999932137736377
TOX4	0.779118340042629	0.999931419022477
XPO1	0.997332558670811	0.999930772739919
FGFR1	0.994633405246181	0.999928646150246
TUBA1B	0.622454044260608	0.999925105104394
HCN1	0.797164330348768	0.999922868323098
UNCX	0.99728691518398	0.999921413921971
SUPT5H	0.973935526782569	0.999920394042376
KCNA2	0.829071073819844	0.999919298438961
AGO2	0.994464643158288	0.999918913430836
DDB1	0.941641924879527	0.999911032900936
ETF1	0.949310561471333	0.99991037633598
NKX1-1	0.99597146616853	0.999908897937447
CACNA1A	0.99466532160692	0.999897835818043
PPP1R8	0.872285830649157	0.999896502188651
AUP1	0.277959183832231	0.999894692733727
TGFBR1	0.917525403732705	0.999894347537017
CBX1	0.684602920074669	0.999893478110981
CDC42	0.861416849504481	0.99988878745477
MAFB	0.935869362547059	0.999880788624479
UBE2Q1	0.610302859791094	0.999873528480636
SNRPD3	0.924167702314392	0.999865366025545
TUBB4B	0.788644960383073	0.999857371664562
PRKACA	0.5835324067754	0.999853591035566
EIF4A3	0.982054365853167	0.999844711098624
LRP1	0.982063896660021	0.999842765146818
CACNA1B	0.976391900235025	0.999842254477753
FBXL19	0.85613219697535	0.999839057022124
SOX5	0.991238095436605	0.999835047561046
SPOP	0.748885026565681	0.999833433857039
MAPK8IP2	0.984736723673335	0.999832768103664
RNF41	0.446182638972049	0.999826032463963
MARK2	0.904698617760097	0.999815374864331
DDX42	0.988286208604249	0.9998114940395
CPEB1	0.971305297610255	0.999805183473519
CUL1	0.996705907501045	0.99980317060234
VEZF1	0.99114894375757	0.999797328088425
GRIN2A	0.996764816889449	0.999797196421146
TERF2	0.868840689205339	0.99979534725352
KHSRP	0.938758685160833	0.999794189708508
CTCF	0.987994832123439	0.999793048353581
USP5	0.960926828448405	0.999792118572391
ATP2A2	0.9941466756253	0.999791378893056
IRX2	0.982735601522522	0.999785744310751
SMARCD1	0.798646204061486	0.999777600322212
PBRM1	0.983334426575835	0.999766909915802
KAT7	0.978862242670332	0.999766656427704
TGFB1	0.72913304824818	0.999763626322426
PAPD7	0.995010331326568	0.999760316380299
PA2G4	0.786849762450576	0.999759763620728
ARHGEF12	0.998994058984856	0.999758122084665
ARID1B	0.999750972053783	0.982465096706963
SF3B3	0.996794281062422	0.999741432634805
MYH10	0.994157052916212	0.999741405082862
SETDB1	0.840952448942437	0.99973727259368
PIP4K2B	0.912211891493861	0.999736665445262
TUBA1A	0.672702943184443	0.999733415887131
CLK2	0.566346334205035	0.999729124998071
EP400	0.993130923920589	0.999728051983543
CUL4A	0.994805276757775	0.999726071358116
PTPRA	0.984653517873852	0.999723048531391
KCNMA1	0.991498844735412	0.999720476614209
KALRN	0.988308355472445	0.99971596444814
PPP5C	0.862783860660033	0.999715103243451
KCNJ5	0.937330149751174	0.999711042840249
CSNK1A1	0.981149826316529	0.9997103977109
CYTH3	0.926911591683104	0.999709407685163
UBE2L3	0.704827051755259	0.999702524011239
CS	0.828617115701576	0.999698623434228
CTNNB1	0.995133349920831	0.999694494248368
ANKHD1	0.984191490125119	0.999689135391552
EBF1	0.997866229077875	0.999685723089137
NRAS	0.536058327824658	0.999670449921508
OPCML	0.982403172352195	0.999669607247376
MICAL3	0.866912892607738	0.99966645533359
PRPF19	0.727252774752465	0.999664085364834
SPSB1	0.930688106549888	0.999664076670526
HTRA2	0.168861362527496	0.999663446808865
PSMC2	0.907580861513864	0.999657007802427
RAB11A	0.941685959384176	0.999650249874334
EBF3	0.999647366192163	0.996252921846355
PSMC5	0.875952277499973	0.999641168125234
LOR	0.420344612772621	0.999629071972192
TLX2	0.541112985803233	0.99962619017413
PRPF3	0.730647138519763	0.999621365760294
TLK2	0.986295135056099	0.999613689113257
KDM1A	0.98200151896046	0.999597907475447
TBX15	0.803756226125503	0.999595909565405
HDAC3	0.616188887117352	0.99958668430979
EN2	0.996383889441647	0.99958072882275
RPS6KB1	0.975245513504987	0.999577892892686
DPF2	0.439575413671102	0.9995577199314
GBX2	0.97983370635152	0.999556548226808
PATZ1	0.974176609273338	0.999553054020168
MEF2C	0.698059346001065	0.999550502382074
KMT2A	0.999547766503865	0.984724854726765
DHX8	0.837608459758421	0.999539818131051
MBTD1	0.992810714313659	0.999538208474746
SPTAN1	0.998008186400386	0.999523994608884
CENPB	0.607751359090927	0.999522084368541
RNF31	0.722077213774217	0.999517275068315
TBX3	0.999502867083826	0.956048552876805
CNOT1	0.996406317896123	0.999493301039689
DLL1	0.99949192268788	0.51606905433494
JAG1	0.999487841654245	0.951562859866102
RXRB	0.853163417856713	0.999486070000025
AP2B1	0.933397911040963	0.999485401297874
TUBG1	0.461481515478051	0.999481887304824
CLPTM1	0.645665535794758	0.99947915312877
MAPK1	0.772668988323703	0.999468845836011
PI4KB	0.811862649670757	0.999467763653958
PIK3R2	0.193323554671752	0.99943680816717
INTS3	0.837863118332108	0.999432763771917
LY6D	0.403071193731962	0.999432249154711
MAB21L2	0.564042208496867	0.999420231920383
NAA60	0.725308256576823	0.999412101509678
ELAVL1	0.877506208380292	0.999409209451979
WNK1	0.999406923297742	0.658581002005393
KCNC1	0.912775774819952	0.999400003523087
INO80	0.96118938934304	0.999396304303097
TRIM33	0.976539420826058	0.999392055954632
DDX39B	0.814702010617737	0.999388137356972
PPP3CB	0.935168220314133	0.999367184977213
CAMTA1	0.999349405942027	0.998983478789227
SENP3	0.80759536045965	0.999344060442479
TNIK	0.993712192129323	0.999340026293524
NF1	0.995928774081268	0.999339932560316
AKT3	0.993997694578251	0.999330712548816
GTPBP2	0.685816061856326	0.999316878685859
TRIM39	0.966241318707073	0.999316859332394
KMT2D	0.991389974968219	0.999315995273131
RRAS2	0.935476446885153	0.999312557605199
BAG6	0.888948741635717	0.999311829651125
IRX1	0.982975544827508	0.999306709398735
GRHL1	0.90133516311896	0.999296137388349
RYR2	0.978684386380282	0.999279157419232
CDC42BPA	0.927200665179119	0.999270629414762
WWP2	0.816691000310144	0.999267246005807
TRIP12	0.999254068400997	0.575311926154575
FXR2	0.935234116048428	0.999229782635039
CHD2	0.999203507520919	0.985794485749887
KMT2E	0.999191985432701	0.993516188384866
RTF1	0.866052751124142	0.999174352191127
ZBTB18	0.99917231325902	0.920187921024201
SF3B4	0.86992668896439	0.999172232152777
ELAVL3	0.47551975493571	0.999170344962596
MBD1	0.91237870262253	0.999169694737419
IGF1R	0.999150928807354	0.818415891590373
NFYC	0.734982948078093	0.999145139547904
DDX6	0.954027315096478	0.999142531135297
PRR12	0.969405958294443	0.999139367918593
SF3B2	0.551241837614656	0.999133381826916
EP300	0.999119695512303	0.998635203336522
TMEM229A	0.737737369157122	0.999114407303359
USP19	0.760160433797013	0.999112538330095
CKAP5	0.975574649557098	0.9991109781241
BAZ2A	0.879486100379848	0.999106759055086
SMARCA2	0.999095855484614	0.83077668445064
DNAJA2	0.950263500062319	0.999090521957913
VPS39	0.38973043876182	0.999085224057964
COL1A1	0.993061076643443	0.999080771587179
SF3A1	0.948530052467335	0.999079287709345
GLI3	0.999077931137566	0.916461013593412
CBX5	0.76403653275446	0.999074509096751
MORC2	0.990738108784221	0.999071563903634
TLN1	0.983927026889864	0.999063485684447
SYNE1	0.867693408685323	0.999056730753821
SOS1	0.991796985507719	0.999052672215321
WNT3	0.974089344346306	0.999051334056585
RELA	0.566165315306116	0.999043481264057
TNPO2	0.869743715674212	0.999034193680434
UBE2QL1	0.986276949371178	0.999028818487927
CAD	0.983061165003048	0.999005521199884
ARHGDIG	0.765271121826782	0.999004960148142
ANKRD52	0.693936564475518	0.998995479138887
CANX	0.99369081491489	0.998991123887238
COL5A1	0.998987377053248	0.645282321380791
TFAP2B	0.996547073694871	0.998982863553268
NUP188	0.974406607950094	0.998980344373559
FBN1	0.99897615427687	0.984699554922396
QRICH1	0.890464479483845	0.998958137340752
BRPF3	0.898581840496862	0.998947581533578
RNF208	0.745167073085774	0.998934960378545
OXT	0.745418797206938	0.998911884059865
ZMYND8	0.997164210743653	0.998878595102213
IPO13	0.826337822566613	0.998876132714214
ACLY	0.745462944965657	0.998833704909368
CALB2	0.446700947428407	0.998823322730686
EFNB2	0.998810916191997	0.85949870080791
RERE	0.998800307350694	0.981882385884142
MTSS1L	0.803743212752111	0.998798426370222
MLLT4	0.99845428536244	0.998798124099456
NFIB	0.998790114196564	0.979675111140487
VPS4A	0.574418988092308	0.998785102199191
SETBP1	0.998759822314846	0.99259928861013
ATXN7L1	0.953786900643887	0.998758078095771
CARM1	0.776493562110985	0.99874014028415
TBL1XR1	0.998731367234606	0.702447572018013
OPA1	0.991834170844956	0.998722618830919
STAT5B	0.917340224518443	0.998721913815573
KDM3B	0.990974982363688	0.998711450271559
CNNM2	0.972639485875643	0.998704098843897
GANAB	0.896560228176767	0.998685545268177
HDAC1	0.69383119285039	0.998685461661407
MED13	0.998662508971753	0.944781638289133
BPTF	0.998653042734899	0.997847807483999
SPEN	0.998636942710885	0.996500901100486
HIPK1	0.978806476977297	0.998625191985419
KLHDC3	0.667866075330112	0.998620705246461
KAT6B	0.998614400126219	0.9907349089598
DIP2C	0.998596795061255	0.816410500528017
EGLN3	0.618987515542503	0.99858506008139
NIPBL	0.998580625413853	0.918059829262407
SRC	0.725433153901414	0.998580539735783
CHD7	0.998572096111371	0.994940323233306
MAP3K12	0.518732074322033	0.998537474745093
AGO3	0.982643071814858	0.99853612156765
CHD3	0.978261334885583	0.998515339839821
SPTBN1	0.997021148922493	0.998510778258597
CNOT6L	0.964344419901012	0.998496990933697
CEP170B	0.859080027131947	0.998491552028188
ACACA	0.995430857922671	0.998486643851621
KPRP	0.0957535982098729	0.9984808498084
CHERP	0.920842491252668	0.998479611985619
NELFB	0.399653207877221	0.998446930948065
HNRNPU	0.998440182904303	0.800226440138916
SSRP1	0.7490093602033	0.998414308827218
HNRNPUL1	0.986097256707858	0.998393154772149
UBE4B	0.979801640369599	0.998386402251682
BAZ1B	0.986166653925798	0.998383804871209
SIN3A	0.998382249572421	0.995814542075734
SATB2	0.998377017420856	0.981187132698726
ABL1	0.988444381518289	0.998353321279174
BECN1	0.702892004969047	0.998339934491867
NR2F2	0.998333921219227	0.86007917011741
RARB	0.996622431967765	0.998315062382331
CSNK2A2	0.954140223859962	0.998297321932177
C5orf38	0.988887141653679	0.998279532003653
PSMC3	0.586069001782909	0.998274876773004
EHMT1	0.998267651649948	0.996687320258323
USP14	0.9982623437612	0.529242350245695
DDX1	0.987128240480214	0.998252422707065
PPP1CA	0.430399540454687	0.998244298759258
PPP3CA	0.96715074263647	0.998218298659147
PCGF1	0.661730136170337	0.998216967754606
MAT2A	0.957565360454428	0.998210333455723
TUBB2B	0.980998478292476	0.998195072894839
PIAS1	0.989868402643941	0.998172420565414
USP34	0.998169636381441	0.928176112960789
CAMK2A	0.934669875312874	0.998162438185282
ASB7	0.998156032663558	0.596196332584594
ILF3	0.98977309032709	0.998148727771116
MEIS1	0.998139871863572	0.972819573892584
TRIO	0.998136855574517	0.93612009905478
HECTD1	0.998121566438737	0.993901084606376
ZSWIM8	0.942383731004364	0.998114016183767
R3HDM2	0.892716910924583	0.998113110512512
NALCN	0.900563079544543	0.99808841307038
WASL	0.944208442193328	0.998085087986742
PSMC4	0.433477694425442	0.998056257558695
PPM1B	0.462298900508479	0.998049366340948
MTMR4	0.984218485107026	0.99803548750911
KIF1B	0.995469536012031	0.998033856530688
RAD54L2	0.961842858135104	0.998018922569446
ADNP	0.99801638145052	0.997644972977424
COPS5	0.932302649996936	0.997987320289078
PTCH1	0.997986514428614	0.961828874603461
UBQLN4	0.648084330296913	0.997977109268532
HOMER1	0.835889532092283	0.99796739545291
ITPR1	0.997965784310423	0.944667702500704
DNAJC7	0.803813789631277	0.997961971389491
GNA12	0.939126353132242	0.997922523562886
TRIM41	0.988155088790621	0.997920256197309
SATB1	0.997905042866955	0.951409136941911
MEN1	0.763668561794384	0.997905017465041
ANK3	0.997901871937991	0.989281254218669
BRPF1	0.987179858803379	0.99789305704257
FBXO11	0.996969666057002	0.997891226256163
VPRBP	0.936529112290706	0.99788764127562
PSMB1	0.997877936261069	0.914427559770982
PSMA6	0.778872943265055	0.997830031383297
ZNF516	0.997827363773828	0.327513314031007
PAFAH1B1	0.985456482618145	0.997819812407218
SOX9	0.997817608540073	0.817475761181169
NLK	0.960094531271714	0.997809356933446
CTNNA1	0.974771186690305	0.997794673691579
UBR5	0.997790284656946	0.977961016351311
NFATC2	0.98750675251304	0.997789623083478
SMAD2	0.981927770073753	0.997785089278393
ZNF236	0.997776620120251	0.911830926247335
HIVEP2	0.997770109669236	0.924940019311312
JAG2	0.881766033815107	0.997738133992666
GOLPH3	0.568574056534313	0.997735619453602
MEF2A	0.997727472101682	0.860459084696718
ASH2L	0.932213755639307	0.997721924974425
SETD5	0.997710426742946	0.964648427069364
KCTD1	0.954794484150034	0.99770683886779
ANK2	0.997706705367752	0.977314190094037
PDE10A	0.997692387564951	0.796945819110792
RUVBL2	0.852501364833544	0.997684692941878
DDX46	0.971064855205421	0.997675779659944
IRF4	0.997650351313878	0.215857467076796
WDR61	0.510238054255096	0.997641319659954
NXF1	0.624101623426941	0.997640328819622
S1PR1	0.551670824628599	0.997621064149749
USP24	0.99584161601832	0.997614064903331
WDR26	0.997603904415579	0.996744058064549
DICER1	0.997597495023841	0.990485652238186
SCAF8	0.997594297723386	0.956766727670813
CSNK1E	0.836782402553925	0.997539264018907
TFDP1	0.966992739201763	0.997528593647808
HELZ	0.997528352003227	0.956335261527652
STAG1	0.996395771294817	0.997513332848612
NUDT21	0.925949362792004	0.997496304949743
ATP1A3	0.895444345056018	0.997457103130756
ARID4B	0.997455588706236	0.825073361588866
FNDC3B	0.997443879797787	0.905885002533042
MECOM	0.997425504989029	0.841682923267802
KIF21A	0.748275333800342	0.997416467129636
CRK	0.97320518699635	0.99740541390258
HNRNPR	0.991355269429036	0.997394325204054
NAV2	0.997240318826771	0.997387601615243
PAXIP1	0.997380959534793	0.852483941948809
PROX1	0.997351081617236	0.989819481130163
HIPK2	0.984445940003732	0.997348376192856
PAPOLA	0.997269275266315	0.97613163431934
UBE2D2	0.829133646545218	0.997263419214953
DOCK3	0.964386835871666	0.99726135913066
UBA2	0.947859362742698	0.997216557357817
NFIA	0.997212686183	0.98191962413137
UBAP2L	0.968652653380685	0.997206623389067
CAMK2G	0.628056378571901	0.997204807400119
KCNH1	0.947961622004268	0.997201357320668
TRPS1	0.997200603787083	0.878577141484639
GSK3B	0.896278124229634	0.997194330809109
SMCHD1	0.997193694289573	0.971276992005033
ARID2	0.9971499085391	0.980844036698636
DST	0.997145003490078	0.944554077785096
ZFHX3	0.997137450421558	0.904917440954094
KPNA1	0.848253233974338	0.997136355947114
PBX1	0.997123358906942	0.9875361820329
UBE2O	0.969417611989534	0.997113955265918
PRPF4B	0.996430119315932	0.997084083998509
PHF12	0.927436633071374	0.997082395263258
JARID2	0.997070792403926	0.992354235182958
PLXNC1	0.997047615758192	0.967636031061834
AHCYL1	0.432787210568838	0.997033182565757
MARCH6	0.997011855230721	0.955597016593261
PPARD	0.621662389214868	0.996993223716102
DYRK1A	0.996988026759609	0.984617969127394
TNRC6A	0.996984210662666	0.910485275868114
ARIH2	0.749503763827182	0.996971124458516
TNRC6B	0.996969849098625	0.985265922910729
CSNK1G2	0.608486142125327	0.996950078685225
AP2A1	0.873993939267023	0.996924697312459
ITSN1	0.996413119403726	0.996910442078786
CUL3	0.994853881528645	0.99690591858609
KAT2A	0.343014899272029	0.996891482034309
PSME4	0.99688315145652	0.854779927444298
MYT1L	0.99687367562647	0.527658770258095
GRIN2D	0.961013740087708	0.996866996366245
PUF60	0.799643576943082	0.996847873292698
KMT2C	0.996826665824871	0.918768603792416
HTT	0.995585578926116	0.996824389035021
ZEB2	0.996792283198584	0.962493324191734
DLG2	0.98603645747501	0.996780273385664
RFX3	0.996767288209972	0.665998061850085
LRRC8D	0.612183038040759	0.996762248256094
ZIC1	0.950905070266473	0.996756283950194
SETD1A	0.949597774011591	0.996722200703311
COPA	0.91125847301663	0.996708916155764
ZMYM4	0.978646389965219	0.996699160262549
SETD1B	0.936730776676562	0.996676255547881
RHOA	0.475815771524407	0.996633856910547
HOXB8	0.93294125414562	0.996632199524662
SRF	0.894220279398188	0.996627788992985
CCNK	0.995609439511934	0.996627773280865
STT3B	0.993763397584659	0.99662342375988
TP73	0.996611818424676	0.572262148492448
IRF6	0.996582227319538	0.887367587451957
RBPJ	0.992313613317162	0.996577710381197
DQX1	0.684832886080135	0.99657426796313
DSP	0.996569597139254	0.91331548355623
PUM1	0.989363619557069	0.996558148014287
SALL4	0.996549551415346	0.684227857038509
RBM39	0.949567797086704	0.996543451221022
CHD1	0.99652717582632	0.937124669880785
WDFY3	0.996501564273348	0.814508514987676
TBX5	0.996492171882816	0.965534306857236
ZNF521	0.996489998499512	0.960152026578413
FOXC1	0.996464707252778	0.61450283403912
NBEA	0.996452121685323	0.996068464513814
FOXF1	0.996430763690368	0.218276727721546
DYRK1B	0.689957678611359	0.996428507571076
DHX15	0.996421712491873	0.994377185689642
ROCK2	0.996419024914427	0.992952129378599
LMX1B	0.996419012938047	0.971420291967615
PURA	0.931753305414961	0.996414481494104
BARHL2	0.977463452651058	0.996395888110491
TSC1	0.996391697863837	0.930463499894794
BRD4	0.987965479356351	0.99635693666489
FLI1	0.996340368753253	0.744626744759776
TRIM24	0.994270872932767	0.996336414071978
NCOR1	0.996332399542552	0.984220409306177
PDIA2	0.350154054228784	0.996313823427124
DYRK2	0.918162448765709	0.996285338770532
CECR6	0.231788186593634	0.996252430722355
SALL3	0.99623954274668	0.337229384575124
MYH9	0.991703586337426	0.996233955390222
PDS5A	0.988577252585583	0.996225049062551
CSNK2B	0.732405816009593	0.996158499802019
NR5A1	0.994098779265856	0.996151729748007
PITX2	0.974934600702085	0.996133028787125
IKZF4	0.601304872771623	0.996123213550294
RBBP5	0.954990382227799	0.996099627003111
GATAD2B	0.92833110519773	0.99607909354451
THRAP3	0.984783627864247	0.996075232680551
ARIH1	0.986517704450513	0.996049580670241
NUMBL	0.771805545562768	0.996046907476566
XRCC5	0.996038967048558	0.892682117691028
MYCBP2	0.996017996332989	0.956511933967077
NXN	0.996014212089863	0.671445104847461
PSME3	0.654899071277772	0.995986369036363
MTA2	0.861226673167159	0.995933240067576
ATXN1L	0.713138582762702	0.995929547655825
TGFB3	0.995915594450795	0.979295430417151
TCF4	0.995867008223595	0.992998487124451
HMGCS2	0.274755536296791	0.9958426408463
PAIP2	0.454423580171312	0.995803240613899
DGCR8	0.79762781257835	0.995803001602629
ATXN7L3	0.901105457836445	0.995801164589937
KSR2	0.993888825663367	0.995798268247
COPS2	0.974842750659531	0.995791340958212
MAP3K3	0.963749778357942	0.995790232729193
CDC25B	0.781357764632896	0.995767361171662
NCKAP1	0.995763233101224	0.559061510688352
TUBB2A	0.93306144674006	0.995758002265893
SRRT	0.661171326037504	0.995753436377183
GLYR1	0.9816671990754	0.99574219213957
COPS6	0.524575589773002	0.995737473123379
NEURL4	0.817606612291528	0.99571378197958
ZMYND11	0.995677776040881	0.330369929868638
YWHAG	0.693937734601134	0.99567418615344
FXR1	0.995656181784396	0.896787283388889
KIAA1671	0.787288994970308	0.995650411687134
BCL11A	0.995645194511857	0.952909845990972
DDX17	0.99288653859838	0.995637924359597
DCAF5	0.995626669730161	0.953778642133891
COL4A2	0.962056872371219	0.995609102648838
BCL11B	0.995606396187207	0.932487864567167
USP7	0.995585598755647	0.976455596704104
BNC2	0.995578663915354	0.655060789198013
TFAP2C	0.99557469811088	0.811686196068256
SNRPA1	0.995570383719979	0.332692600250638
RBBP6	0.995559382436165	0.985591645950124
AGAP1	0.99554729787818	0.65032303357257
HNRNPK	0.99553310494437	0.98595459325057
SYNCRIP	0.992124519604779	0.995524588244949
XPO7	0.991858382934576	0.995519330641033
FOXF2	0.99550118887456	0.299087706676999
ZNF608	0.995470108196004	0.479198940863483
SNW1	0.939054992324357	0.995464552304523
SCN5A	0.982187776606423	0.995464347588123
RGS12	0.884790666852126	0.995461414787709
SMARCA5	0.993891273638654	0.995453550168493
PPP1R10	0.973939741502575	0.995449875070763
CDX2	0.917290643809513	0.995420726565832
PSMA5	0.547173509379032	0.995387546898429
SON	0.995381560730379	0.881645773404603
MAML1	0.97507965825419	0.995364378977077
IPO9	0.958436203265689	0.995362535647553
SLC6A3	0.995357135941413	0.335406691321963
ARID5B	0.995354721587368	0.979006561981788
TAOK2	0.561705302203979	0.995342653880717
PPP2R1A	0.930870208984166	0.995334630542939
EDNRA	0.955128216342804	0.995312930756795
AXIN1	0.804217313377791	0.995302616151209
TLE4	0.995297692316802	0.840404486437527
WHSC1	0.99528727797659	0.986112792649751
HDAC4	0.995279314630347	0.873622402730255
MAN1A2	0.696679584642259	0.995271275254599
NMT1	0.857310509553882	0.995244349513
PIK3CA	0.995215692981123	0.985306662439827
UHRF2	0.995201458841199	0.861159011647426
IGSF9B	0.991523000976215	0.995183827443775
SYVN1	0.515568821343794	0.995156200866146
ATP2B2	0.989293414501291	0.995107555645031
MEIS2	0.995106890581099	0.986954564700386
KDM5A	0.995082812564053	0.140003308182576
LHX5	0.993426335386084	0.995075220516733
XPO5	0.967135875013809	0.995066619443167
BIRC6	0.995063859092139	0.18619028076214
COL12A1	0.995061690897365	0.728885260317993
SFMBT2	0.995057938801042	0.629712217598172
DNM2	0.911374408296122	0.995054554657537
PACS1	0.718213922787455	0.995036555351269
RRM1	0.995028760726749	0.954728117085522
TIAL1	0.9950262856188	0.993072798166917
BHLHE40	0.995012397461613	0.870889908360872
ATP2B1	0.992844244319403	0.995003283276502
SMAD1	0.984577266906325	0.99499871601266
RIT1	0.0915388985394556	0.994992510054623
PHIP	0.994981067715561	0.98660142098213
TERT	0.994973147990873	0.722880046081905
ANKRD17	0.994961152791637	0.891397626517544
ANKRD62	0.353161423042421	0.994957662906477
CDYL	0.994922752384015	0.84437503827238
EWSR1	0.990893296645107	0.994914994634873
PHF2	0.885835428893568	0.994910259000114
KIAA0947	0.994903573522149	0.635219371153613
MINK1	0.973512162132882	0.994901349392929
DOCK2	0.994900812940596	0.877642926672822
GNAO1	0.939929039409492	0.994899147280819
ABCC9	0.65299112147333	0.994889507136155
NRF1	0.94290658536353	0.994886032338576
KPNA4	0.974232960827762	0.994862375986977
PPP4C	0.336198632000033	0.994860555545323
MORC3	0.994825431278805	0.992230161654665
ETV5	0.994806898591532	0.986249974808248
KAT6A	0.994757683518274	0.980417442242973
IPO5	0.994717692296234	0.900623983509567
AP1B1	0.845483899131216	0.994710516313588
MNX1	0.994685594436766	0.831399764494831
UBE2Z	0.914079073152325	0.9946843863154
CDC42BPB	0.99468116429398	0.993816305818209
SEC24C	0.942031781158102	0.994668449142713
AUTS2	0.994625794102292	0.967447637739416
NCOA2	0.993972298397814	0.994617173924158
GSPT1	0.990538945268748	0.994610307432106
PLCL2	0.994591853694628	0.972182053419612
SAMD4B	0.924900454275375	0.994558486176322
FRMD4A	0.994540523995219	0.769167676964311
EIF3A	0.994540355050028	0.964774396340094
PAX7	0.95251365642725	0.994539441479076
SMEK1	0.994535103719961	0.986514857124928
MAP3K4	0.994501290601941	0.374615440387728
HIVEP1	0.994496883704175	0.734772646665594
NPTX2	0.336878332186674	0.994492435225705
RAB1B	0.248581031900191	0.994484823044012
AJAP1	0.99444211651132	0.302453694089455
CSRNP2	0.63872977759551	0.994431098987004
GNB2L1	0.99442172931045	0.981992838110875
CACNA1G	0.994421189992191	0.990269918153902
NR2F1	0.9944126583088	0.925404678185659
THRB	0.982706656490117	0.994390335642596
ATP13A1	0.870293268483036	0.994382543756106
TBR1	0.987120896150854	0.994374198905802
BACH2	0.962652265981649	0.994371194581668
ZFHX4	0.994349568689768	0.871423820326186
NUP153	0.994343692255139	0.549012726230113
